Timestamp,Barcode,Total Weight,Fruit Number,Fruit Fresh Weight (3),Brix,Truss Weight,Total Fruit Weight,Fruit Dry Weight (3),D/F,Total DW,Individual Fruit Weight,Red fruit weight,FW:DW,Drymatter%,Notes,,,,,,,,,,,,,,,,
,,1-4-A,205.82,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 14:00:29,1-6-B-1,80.52,10,20.97,10.3,15.01,65.6,1.89,7.98,
,,1-4-B,225.78,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,1-6-B,123.11,14,41.75,10.3,28.88,94.27,4.31,16.49,
,,1-5-A,91.22,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 14:55:26,1-7-a,105.54,8,34.77,10.8,13.8,91.66,3.65,9.74,
,,1-5-B,109.18,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 14:07:13,1-7-b,88.8,9,24.58,11.1,13.24,75.46,2.54,8.63,
,,1-6-A,109.94,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 14:04:46,1-7-b-1,93.45,12,20.24,10.1,13.78,79.2,2.09,8.18,
,,1-6-B,94.27,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,1-7-b,182.25,21,44.82,10.6,27.02,154.66,4.63,16.81,
,,1-7-A,91.66,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 14:45:33,1-8-a,64.87,7,20.26,9.9,12.76,52.16,2.27,8.36,
,,1-7-B,154.66,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 14:43:51,1-8-a-1,59.42,10,14.27,11.6,11.05,48.33,1.37,7.46,
,,1-8-A,100.49,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,1-8-a,124.29,17,34.53,10.75,23.81,100.49,3.64,15.82,
,,1-8-B,114.49,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 14:12:45,1-8-b,48.57,6,14.5,9.9,12.98,35.48,1.69,7.78,
,,1-9-A,48.69,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 14:10:46,1-8-b-1,93.9,11,21.46,10.5,14.9,79.01,2.07,8.16,
,,1-9-B,103.54,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,1-8-b,142.47,17,35.96,10.2,27.88,114.49,3.76,15.94,
,,1-10-A,37.03,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 14:51:45,1-9-a,63.27,11,12.61,13.4,14.51,48.69,1.67,7.76,
,,1-10-B,103.18,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 14:18:07,1-9-b,60.06,11,12.09,13.9,13.55,46.47,1.45,7.54,
,,1-11-A,70.19,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 14:16:00,1-9-b-1,75.63,13,13.22,12.5,18.55,57.07,1.67,7.76,
,,1-11-B,62.11,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,1-9-b,135.69,24,25.31,13.2,32.1,103.54,4.79,15.3,
,,1-12-A,65.17,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 14:56:54,1-10-a,47.62,6,19.2,9.7,10.57,37.03,2.16,8.25,
,,1-12-B,62.13,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 14:22:46,1-10-b,70.74,7,25.98,10.6,11.81,58.88,3.11,9.2,
,,2-1-A,127.43,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 14:21:14,1-10-b-1,54.23,6,23.42,10.8,13.45,44.3,3.07,9.16,
